venda_id;data;cliente_id;produto_id;rep_id;regiao;uf;canal;qtd;preco_unit;desconto;receita_bruta;receita_liquida
10583;27/07/2024 00:00;209;43;5;Norte;AP;Varejo;3;169;0,08;507;466,44
10584;01/03/2024 00:00;73;17;20;Nordeste;RN;Varejo;6;100,83;0;604,98;604,98
10585;17/02/2024 00:00;29;42;25;Norte;AC;Hospitalar;8;79,96;0,01;639,68;633,28
10586;24/12/2024 00:00;167;6;4;Norte;PA;Distribuidor;8;83,02;0,02;664,16;650,88
10587;04/02/2024 00:00;93;47;25;Sul;PR;Varejo;10;95,16;0,01;951,6;942,08
10588;12/03/2024 00:00;88;47;11;Nordeste;PI;Varejo;16;103,46;0,05;1655,36;1572,59
10589;08/05/2024 00:00;198;58;16;Centro-Oeste;DF;Varejo;14;85,29;0,02;1194,06;1170,18
10590;22/11/2024 00:00;45;5;15;Norte;AP;Distribuidor;7;88,96;0,05;622,72;591,58
10591;05/09/2024 00:00;20;15;23;Nordeste;CE;Distribuidor;5;33;0,06;165;155,1
10592;26/05/2024 00:00;155;57;7;Sul;SC;Distribuidor;38;90,67;0,14;3445,46;2963,1
10593;28/11/2024 00:00;184;14;10;Sudeste;MG;Varejo;8;133,12;0,04;1064,96;1022,36
10594;26/05/2024 00:00;219;54;13;Norte;AP;Varejo;3;91,23;0,04;273,69;262,74
10595;24/01/2024 00:00;70;42;12;Sudeste;RJ;Varejo;17;75,45;0,06;1282,65;1205,69
10596;20/01/2024 00:00;45;54;18;Norte;AP;Distribuidor;7;110,81;0,18;775,67;636,05
10597;29/05/2024 00:00;213;24;14;Centro-Oeste;MT;Varejo;8;91,44;0,15;731,52;621,79
10598;31/05/2024 00:00;195;13;7;Sudeste;MG;Hospitalar;11;180,94;0;1990,34;1990,34
10599;02/04/2024 00:00;38;37;6;Norte;RR;Varejo;5;137,37;0,1;686,85;618,17
10600;06/08/2024 00:00;197;31;2;Sul;SC;Varejo;10;159,57;0,09;1595,7;1452,09
10601;27/10/2024 00:00;44;29;16;Sudeste;SP;Varejo;4;165,3;0,08;661,2;608,3
10602;14/11/2024 00:00;75;33;14;Nordeste;MA;Hospitalar;7;132,16;0,08;925,12;851,11
10603;11/12/2024 00:00;99;33;13;Nordeste;PI;Varejo;4;122;0,03;488;473,36
10604;17/07/2024 00:00;90;31;12;Centro-Oeste;DF;Varejo;8;147,49;0,04;1179,92;1132,72
10605;20/12/2024 00:00;194;14;5;Nordeste;PI;Hospitalar;9;118,61;0,12;1067,49;939,39
10606;16/02/2024 00:00;18;50;4;Centro-Oeste;DF;Varejo;9;103,4;0,05;930,6;884,07
10607;26/07/2024 00:00;96;52;13;Sudeste;SP;Varejo;6;125,22;0,08;751,32;691,21
10608;01/10/2024 00:00;18;20;21;Centro-Oeste;DF;Varejo;14;61,91;0,08;866,74;797,4
10609;29/03/2024 00:00;39;8;14;Sudeste;SP;Varejo;16;115,44;0;1847,04;1847,04
10610;06/04/2024 00:00;27;40;13;Sudeste;SP;Varejo;6;45,78;0,04;274,68;263,69
10611;29/06/2024 00:00;177;57;11;Sul;RS;Varejo;17;76,07;0,05;1293,19;1228,53
10612;26/10/2024 00:00;150;30;19;Sul;PR;Varejo;4;128,12;0,06;512,48;481,73
10613;29/10/2024 00:00;85;1;22;Centro-Oeste;GO;Hospitalar;5;149,89;0,15;749,45;637,03
10614;14/10/2024 00:00;120;50;9;Sudeste;SP;Varejo;11;130,03;0,11;1430,33;1272,99
10615;08/03/2024 00:00;81;47;7;Sul;RS;Varejo;4;104,62;0,05;418,48;397,56
10616;28/07/2024 00:00;107;19;8;Sudeste;SP;Hospitalar;9;18,93;0,11;170,37;151,63
10617;02/10/2024 00:00;151;51;2;Sudeste;SP;Hospitalar;19;24,43;0,06;464,17;436,32
10618;25/09/2024 00:00;63;55;5;Centro-Oeste;MS;Varejo;24;87,01;0,08;2088,24;1921,18
10619;26/11/2024 00:00;126;45;24;Norte;PA;Varejo;11;164,68;0,04;1811,48;1739,02
10620;05/09/2024 00:00;143;13;24;Sul;RS;Hospitalar;23;176,96;0;4070,08;4070,08
10621;09/02/2024 00:00;117;30;19;Sul;PR;Varejo;8;131,43;0,05;1051,44;998,87
10622;13/05/2024 00:00;159;11;9;Sul;RS;Hospitalar;32;116,77;0,06;3736,64;3512,44
10623;11/04/2024 00:00;197;54;24;Sul;SC;Varejo;43;102,53;0,03;4408,79;4276,53
10624;17/06/2024 00:00;167;3;10;Norte;PA;Distribuidor;9;137,41;0,05;1236,69;1174,86
10625;04/11/2024 00:00;56;59;4;Nordeste;PE;Varejo;5;52,97;0,11;264,85;235,72
10626;03/11/2024 00:00;200;18;1;Norte;AP;Hospitalar;14;100,67;0,02;1409,38;1381,19
10627;22/08/2024 00:00;76;5;12;Nordeste;PE;Varejo;14;73,4;0;1027,6;1027,6
10628;06/12/2024 00:00;206;40;12;Sul;PR;Varejo;16;43,05;0,13;688,8;599,26
10629;13/05/2024 00:00;39;58;12;Sudeste;SP;Varejo;12;80,4;0,04;964,8;926,21
10630;23/12/2024 00:00;25;52;13;Sul;PR;Varejo;8;129,74;0,08;1037,92;954,89
10631;16/01/2024 00:00;135;52;7;Centro-Oeste;MS;Varejo;7;125,01;0,04;875,07;840,07
10632;06/08/2024 00:00;92;1;10;Centro-Oeste;DF;Varejo;7;157,66;0;1103,62;1103,62
10633;24/12/2024 00:00;192;16;3;Nordeste;AL;Varejo;9;66,98;0,09;602,82;548,57
10634;19/07/2024 00:00;55;27;16;Sul;RS;Varejo;13;16,67;0,07;216,71;201,54
10635;17/03/2024 00:00;9;27;23;Sudeste;SP;Distribuidor;20;17,58;0,05;351,6;334,02
10636;13/05/2024 00:00;93;43;12;Sul;PR;Varejo;5;162;0;810;810
10637;25/03/2024 00:00;121;21;21;Norte;TO;Varejo;18;115,89;0,03;2086,02;2023,44
10638;02/04/2024 00:00;111;35;10;Centro-Oeste;MS;Varejo;15;51,86;0,03;777,9;754,56
10639;05/01/2024 00:00;122;4;18;Sudeste;SP;Varejo;15;109,2;0,11;1638;1457,82
10640;05/08/2024 00:00;180;23;25;Centro-Oeste;DF;Distribuidor;6;63,31;0,14;379,86;326,68
10641;12/05/2024 00:00;133;45;24;Nordeste;RN;Varejo;8;178,99;0,07;1431,92;1331,69
10642;05/08/2024 00:00;39;37;13;Sudeste;SP;Varejo;10;122,39;0,09;1223,9;1113,75
10643;24/06/2024 00:00;143;22;14;Sul;RS;Hospitalar;7;155,69;0,14;1089,83;937,25
10644;31/08/2024 00:00;138;22;15;Sul;RS;Varejo;1;170,29;0,05;170,29;161,78
10645;11/07/2024 00:00;31;14;9;Centro-Oeste;GO;Hospitalar;7;135,82;0,08;950,74;874,68
10646;03/07/2024 00:00;52;1;13;Norte;TO;Hospitalar;39;170,06;0,14;6632,34;5703,81
10647;30/10/2024 00:00;119;34;6;Norte;AP;Varejo;16;121,52;0,08;1944,32;1788,77
10648;27/08/2024 00:00;137;34;24;Sudeste;MG;Varejo;6;138,34;0,08;830,04;763,64
10649;06/08/2024 00:00;172;28;15;Centro-Oeste;MT;Hospitalar;8;64,05;0,06;512,4;481,66
10650;02/06/2024 00:00;60;45;22;Nordeste;CE;Varejo;8;155,86;0,02;1246,88;1221,94
10651;10/09/2024 00:00;104;23;20;Nordeste;SE;Varejo;9;60,04;0,03;540,36;524,15
10652;25/02/2024 00:00;97;3;20;Norte;RO;Varejo;17;157,51;0,08;2677,67;2463,46
10653;04/06/2024 00:00;56;6;3;Nordeste;PE;Varejo;8;80,75;0,15;646;549,1
10654;19/07/2024 00:00;82;40;20;Sul;PR;Varejo;5;42,1;0,06;210,5;197,87
10655;11/07/2024 00:00;211;44;24;Sul;SC;Varejo;7;45,72;0,05;320,04;304,04
10656;11/07/2024 00:00;98;14;13;Sudeste;ES;Hospitalar;2;144,07;0,06;288,14;270,85
10657;08/01/2024 00:00;51;51;10;Centro-Oeste;DF;Distribuidor;3;21,44;0,02;64,32;63,03
10658;26/06/2024 00:00;204;19;19;Nordeste;SE;Varejo;9;18,26;0,2;164,34;131,47
10659;26/11/2024 00:00;57;50;3;Nordeste;PI;Varejo;16;119,35;0,08;1909,6;1756,83
10660;30/03/2024 00:00;67;5;4;Nordeste;PE;Varejo;6;71,75;0,06;430,5;404,67
10661;21/01/2024 00:00;123;6;16;Sudeste;RJ;Varejo;18;98,25;0,06;1768,5;1662,39
10662;02/07/2024 00:00;203;60;12;Centro-Oeste;MT;Hospitalar;11;121,09;0,1;1331,99;1198,79
10663;18/07/2024 00:00;37;57;3;Norte;TO;Distribuidor;7;86,97;0,12;608,79;535,74
10664;12/01/2024 00:00;219;58;14;Norte;AP;Varejo;28;89,17;0,02;2496,76;2446,82
10665;28/02/2024 00:00;124;32;2;Nordeste;PE;Varejo;13;115,06;0,15;1495,78;1271,41
10666;25/04/2024 00:00;170;18;5;Sul;RS;Hospitalar;22;93,69;0;2061,18;2061,18
10667;28/12/2024 00:00;179;39;23;Centro-Oeste;DF;Varejo;15;114,76;0,07;1721,4;1600,9
10668;31/07/2024 00:00;157;34;2;Norte;RO;Hospitalar;5;131,13;0,03;655,65;635,98
10669;11/07/2024 00:00;98;47;8;Sudeste;ES;Hospitalar;12;103,83;0;1245,96;1245,96
10670;08/09/2024 00:00;66;34;8;Centro-Oeste;MS;Hospitalar;7;139,06;0,09;973,42;885,81
10671;18/01/2024 00:00;153;58;1;Nordeste;MA;Varejo;8;81,98;0,09;655,84;596,81
10672;06/09/2024 00:00;64;11;22;Sul;PR;Varejo;15;124,25;0,05;1863,75;1770,56
10673;21/06/2024 00:00;156;30;6;Sudeste;MG;Varejo;4;132,4;0,06;529,6;497,82
10674;14/02/2024 00:00;56;52;23;Nordeste;PE;Varejo;6;128,08;0,12;768,48;676,26
10675;30/12/2024 00:00;19;27;5;Sudeste;SP;Varejo;8;18,2;0,03;145,6;141,23
10676;23/07/2024 00:00;115;6;1;Sul;PR;Varejo;44;87,86;0;3865,84;3865,84
10677;05/03/2024 00:00;60;51;19;Nordeste;CE;Varejo;12;20,67;0,08;248,04;228,2
10678;20/01/2024 00:00;133;55;11;Nordeste;RN;Varejo;7;95,45;0,12;668,15;587,97
10679;28/05/2024 00:00;37;24;23;Norte;TO;Distribuidor;9;98,75;0,01;888,75;879,86
10680;14/03/2024 00:00;78;14;10;Sudeste;MG;Varejo;9;139,23;0,08;1253,07;1152,82
10681;11/10/2024 00:00;143;11;22;Sul;RS;Hospitalar;5;103,9;0,06;519,5;488,33
10682;28/05/2024 00:00;21;6;9;Nordeste;PI;Varejo;9;91,87;0,02;826,83;810,29
10683;16/08/2024 00:00;212;29;17;Sul;SC;Distribuidor;7;159,62;0,08;1117,34;1027,95
10684;10/08/2024 00:00;215;17;5;Sul;SC;Distribuidor;12;116,38;0,07;1396,56;1298,8
10685;20/07/2024 00:00;39;28;6;Sudeste;SP;Varejo;4;71,58;0,11;286,32;254,82
10686;23/10/2024 00:00;82;29;13;Sul;PR;Varejo;9;204,33;0,07;1838,97;1710,24
10687;25/06/2024 00:00;197;23;4;Sul;SC;Varejo;5;62,47;0,06;312,35;293,61
10688;01/11/2024 00:00;45;35;14;Norte;AP;Distribuidor;9;51,15;0,04;460,35;441,94
10689;08/01/2024 00:00;161;12;7;Sul;SC;Varejo;28;113,18;0,08;3169,04;2915,52
10690;19/09/2024 00:00;161;33;6;Sul;SC;Varejo;4;121,48;0,15;485,92;413,03
10691;25/09/2024 00:00;21;24;17;Nordeste;PI;Varejo;23;99,33;0,16;2284,59;1919,06
10692;16/02/2024 00:00;195;59;6;Sudeste;MG;Hospitalar;36;51;0,07;1836;1707,48
10693;20/02/2024 00:00;114;33;22;Sul;SC;Varejo;9;129,67;0,11;1167,03;1038,66
10694;04/01/2024 00:00;121;52;1;Norte;TO;Varejo;24;138,55;0,04;3325,2;3192,19
10695;04/11/2024 00:00;30;4;18;Centro-Oeste;DF;Varejo;7;92,86;0,07;650,02;604,52
10696;18/11/2024 00:00;198;34;2;Centro-Oeste;DF;Varejo;13;111,73;0,01;1452,49;1437,97
10697;21/03/2024 00:00;156;32;16;Sudeste;MG;Varejo;3;121,71;0,1;365,13;328,62
10698;02/07/2024 00:00;153;18;2;Nordeste;MA;Varejo;9;93,46;0,12;841,14;740,2
10699;05/12/2024 00:00;113;17;20;Centro-Oeste;MT;Varejo;10;98,62;0,05;986,2;936,89
10700;06/10/2024 00:00;202;26;3;Norte;PA;Varejo;6;57,22;0,07;343,32;319,29
10701;28/12/2024 00:00;115;6;10;Sul;PR;Varejo;4;91,17;0,04;364,68;350,09
10702;26/10/2024 00:00;141;25;5;Nordeste;CE;Hospitalar;12;194,16;0,07;2329,92;2166,83
10703;06/06/2024 00:00;138;8;23;Sul;RS;Varejo;17;120,59;0,06;2050,03;1927,03
10704;18/06/2024 00:00;150;54;13;Sul;PR;Varejo;13;106,72;0,16;1387,36;1165,38
10705;23/09/2024 00:00;143;44;1;Sul;RS;Hospitalar;10;39,89;0,05;398,9;378,96
10706;27/05/2024 00:00;22;53;18;Centro-Oeste;MT;Varejo;9;101,09;0,05;909,81;864,32
10707;23/05/2024 00:00;116;60;8;Centro-Oeste;MS;Distribuidor;7;132,42;0,08;926,94;852,78
10708;09/10/2024 00:00;18;39;24;Centro-Oeste;DF;Varejo;7;124,35;0,03;870,45;844,34
10709;12/04/2024 00:00;49;6;4;Sudeste;RJ;Hospitalar;12;97,31;0;1167,72;1167,72
10710;08/08/2024 00:00;140;54;8;Sul;RS;Varejo;39;110,07;0,15;4292,73;3648,82
10711;12/10/2024 00:00;206;34;7;Sul;PR;Varejo;8;137,86;0;1102,88;1102,88
10712;01/10/2024 00:00;57;2;4;Nordeste;PI;Varejo;21;77,54;0,06;1628,34;1530,64
10713;02/06/2024 00:00;137;44;19;Sudeste;MG;Varejo;6;48,18;0,12;289,08;254,39
10714;28/02/2024 00:00;163;36;22;Nordeste;CE;Varejo;9;28,08;0,11;252,72;224,92
10715;21/02/2024 00:00;166;7;12;Centro-Oeste;GO;Hospitalar;14;51,79;0,08;725,06;667,06
10716;06/08/2024 00:00;207;4;10;Sul;PR;Hospitalar;3;90,65;0,19;271,95;220,28
10717;09/08/2024 00:00;135;21;1;Centro-Oeste;MS;Varejo;6;127,56;0;765,36;765,36
10718;28/05/2024 00:00;157;2;23;Norte;RO;Hospitalar;6;80,18;0,01;481,08;476,27
10719;10/04/2024 00:00;88;26;25;Nordeste;PI;Varejo;4;49,49;0;197,96;197,96
10720;25/09/2024 00:00;205;34;1;Sul;SC;Varejo;14;123,98;0,09;1735,72;1579,51
10721;20/02/2024 00:00;98;35;24;Sudeste;ES;Hospitalar;9;61,25;0,12;551,25;485,1
10722;03/06/2024 00:00;134;38;15;Nordeste;CE;Hospitalar;6;167,61;0,13;1005,66;874,92
10723;14/12/2024 00:00;198;28;16;Centro-Oeste;DF;Varejo;6;77,67;0,08;466,02;428,74
10724;04/12/2024 00:00;166;28;6;Centro-Oeste;GO;Hospitalar;7;60,09;0,1;420,63;378,57
10725;28/03/2024 00:00;129;47;20;Sudeste;MG;Varejo;15;106,51;0,05;1597,65;1517,77
10726;24/09/2024 00:00;16;49;20;Norte;PA;Distribuidor;6;122,66;0,02;735,96;721,24
10727;31/08/2024 00:00;133;60;23;Nordeste;RN;Varejo;14;114,33;0,03;1600,62;1552,6
10728;28/12/2024 00:00;96;9;17;Sudeste;SP;Varejo;2;128,38;0,06;256,76;241,35
10729;10/03/2024 00:00;157;31;22;Norte;RO;Hospitalar;6;146,7;0,05;880,2;836,19
10730;15/05/2024 00:00;37;48;11;Norte;TO;Distribuidor;13;67,23;0,05;873,99;830,29
10731;10/09/2024 00:00;133;31;21;Nordeste;RN;Varejo;37;163,59;0,02;6052,83;5931,77
10732;31/08/2024 00:00;53;33;4;Nordeste;BA;Varejo;17;128,68;0,04;2187,56;2100,06
10733;21/01/2024 00:00;103;42;9;Sudeste;MG;Varejo;12;77,17;0,09;926,04;842,7
10734;24/02/2024 00:00;150;59;4;Sul;PR;Varejo;6;54,62;0,05;327,72;311,33
10735;20/07/2024 00:00;153;52;4;Nordeste;MA;Varejo;14;124,44;0,09;1742,16;1585,37
10736;06/05/2024 00:00;212;40;14;Sul;SC;Distribuidor;14;38,71;0,04;541,94;520,26
10737;16/05/2024 00:00;144;28;18;Norte;AC;Varejo;17;66,04;0,21;1122,68;886,92
10738;22/01/2024 00:00;40;42;8;Nordeste;SE;Distribuidor;25;67,12;0,01;1678;1661,22
10739;15/07/2024 00:00;183;45;17;Norte;PA;Distribuidor;27;171,64;0,01;4634,28;4587,94
10740;07/02/2024 00:00;131;3;6;Norte;AC;Varejo;20;167,24;0,04;3344,8;3211,01
10741;03/12/2024 00:00;80;12;15;Sudeste;SP;Varejo;12;113,01;0,04;1356,12;1301,88
10742;22/06/2024 00:00;20;38;24;Nordeste;CE;Distribuidor;11;156,7;0,02;1723,7;1689,23
10743;08/04/2024 00:00;47;1;4;Sul;RS;Hospitalar;3;160,31;0,08;480,93;442,46
10744;07/09/2024 00:00;135;43;1;Centro-Oeste;MS;Varejo;16;156,79;0,07;2508,64;2333,04
10745;19/09/2024 00:00;184;19;8;Sudeste;MG;Varejo;8;14,6;0,04;116,8;112,13
10746;19/05/2024 00:00;41;51;21;Centro-Oeste;MS;Varejo;13;24,71;0,1;321,23;289,11
10747;09/12/2024 00:00;130;32;25;Nordeste;MA;Varejo;14;107,44;0,01;1504,16;1489,12
10748;17/06/2024 00:00;164;26;7;Sul;RS;Distribuidor;15;52,6;0,02;789;773,22
10749;05/07/2024 00:00;41;54;6;Centro-Oeste;MS;Varejo;12;103,32;0,04;1239,84;1190,25
10750;05/04/2024 00:00;144;4;12;Norte;AC;Varejo;24;92;0,05;2208;2097,6
10751;25/01/2024 00:00;25;60;1;Sul;PR;Varejo;15;123,57;0,14;1853,55;1594,05
10752;10/10/2024 00:00;171;18;13;Nordeste;MA;Hospitalar;10;98,88;0,03;988,8;959,14
10753;17/01/2024 00:00;8;33;6;Nordeste;RN;Varejo;7;122,76;0,02;859,32;842,13
10754;23/07/2024 00:00;99;45;15;Nordeste;PI;Varejo;10;145,5;0,04;1455;1396,8
10755;09/11/2024 00:00;18;9;11;Centro-Oeste;DF;Varejo;13;123,65;0,01;1607,45;1591,38
10756;28/03/2024 00:00;175;13;19;Centro-Oeste;MT;Varejo;22;189,66;0,14;4172,52;3588,37
10757;04/01/2024 00:00;92;37;5;Centro-Oeste;DF;Varejo;7;127,77;0,05;894,39;849,67
10758;17/06/2024 00:00;100;36;12;Norte;AP;Varejo;6;28,95;0,04;173,7;166,75
10759;14/11/2024 00:00;193;51;4;Sudeste;ES;Varejo;15;22,69;0,02;340,35;333,54
10760;25/07/2024 00:00;75;46;22;Nordeste;MA;Hospitalar;3;196,61;0,15;589,83;501,36
10761;15/10/2024 00:00;198;15;17;Centro-Oeste;DF;Varejo;5;35,69;0,16;178,45;149,9
10762;20/06/2024 00:00;144;39;18;Norte;AC;Varejo;23;102,57;0,06;2359,11;2217,56
10763;26/10/2024 00:00;41;24;25;Centro-Oeste;MS;Varejo;12;96,82;0,09;1161,84;1057,27
10764;18/02/2024 00:00;160;7;11;Sudeste;RJ;Varejo;4;61,11;0,17;244,44;202,89
10765;22/06/2024 00:00;149;7;12;Norte;AP;Varejo;14;59,93;0,09;839,02;763,51
10766;16/07/2024 00:00;207;29;16;Sul;PR;Hospitalar;8;156,96;0;1255,68;1255,68
10767;31/07/2024 00:00;201;4;14;Centro-Oeste;DF;Varejo;28;102,92;0,06;2881,76;2708,85
10768;24/06/2024 00:00;166;15;9;Centro-Oeste;GO;Hospitalar;9;31,35;0,05;282,15;268,04
10769;19/07/2024 00:00;155;15;18;Sul;SC;Distribuidor;8;35,79;0,14;286,32;246,24
10770;24/01/2024 00:00;202;53;8;Norte;PA;Varejo;8;111,72;0,11;893,76;795,45
10771;11/06/2024 00:00;163;15;7;Nordeste;CE;Varejo;16;32,95;0,04;527,2;506,11
10772;21/03/2024 00:00;113;27;16;Centro-Oeste;MT;Varejo;11;17,91;0,06;197,01;185,19
10773;24/02/2024 00:00;54;10;5;Nordeste;RN;Hospitalar;3;119,77;0,05;359,31;341,34
10774;27/11/2024 00:00;129;46;20;Sudeste;MG;Varejo;4;165,48;0,05;661,92;628,82
10775;27/05/2024 00:00;58;59;23;Sul;RS;Varejo;5;51,92;0,15;259,6;220,66
10776;01/06/2024 00:00;47;16;2;Sul;RS;Hospitalar;16;63,49;0,08;1015,84;934,57
10777;27/11/2024 00:00;212;27;16;Sul;SC;Distribuidor;12;17,47;0,04;209,64;201,25
10778;24/03/2024 00:00;177;55;10;Sul;RS;Varejo;27;87,94;0,11;2374,38;2113,2
10779;15/11/2024 00:00;167;31;22;Norte;PA;Distribuidor;53;146,88;0,05;7784,64;7395,41
10780;17/06/2024 00:00;216;50;18;Nordeste;PI;Varejo;13;117,26;0,02;1524,38;1493,89
10781;25/05/2024 00:00;155;35;15;Sul;SC;Distribuidor;14;54,95;0,06;769,3;723,14
10782;30/09/2024 00:00;215;48;5;Sul;SC;Distribuidor;61;65,39;0,06;3988,79;3749,46
10783;28/10/2024 00:00;106;59;19;Norte;PA;Hospitalar;24;53,93;0,07;1294,32;1203,72
10784;03/07/2024 00:00;103;6;3;Sudeste;MG;Varejo;4;84,22;0,09;336,88;306,56
10785;05/10/2024 00:00;168;8;6;Centro-Oeste;MT;Distribuidor;22;121,12;0,06;2664,64;2504,76
10786;19/05/2024 00:00;68;32;16;Norte;AM;Varejo;5;103,84;0;519,2;519,2
10787;19/01/2024 00:00;2;32;2;Centro-Oeste;DF;Hospitalar;17;97,78;0,03;1662,26;1612,39
10788;07/02/2024 00:00;24;12;13;Sudeste;MG;Distribuidor;34;105,47;0,01;3585,98;3550,12
10789;14/09/2024 00:00;121;30;24;Norte;TO;Varejo;8;112,11;0,12;896,88;789,25
10790;29/05/2024 00:00;181;53;24;Sul;SC;Hospitalar;25;107,3;0,11;2682,5;2387,43
10791;01/07/2024 00:00;184;51;3;Sudeste;MG;Varejo;7;26,01;0,09;182,07;165,68
10792;27/06/2024 00:00;163;59;5;Nordeste;CE;Varejo;9;57,06;0,04;513,54;493
10793;13/04/2024 00:00;42;24;14;Sul;SC;Varejo;10;80,02;0,08;800,2;736,18
10794;16/02/2024 00:00;197;35;21;Sul;SC;Varejo;5;48,28;0,13;241,4;210,02
10795;19/03/2024 00:00;93;17;12;Sul;PR;Varejo;4;89,01;0,15;356,04;302,63
10796;27/01/2024 00:00;164;43;5;Sul;RS;Distribuidor;21;166,53;0,13;3497,13;3042,5
10797;20/05/2024 00:00;83;28;1;Sul;RS;Varejo;7;71,95;0,14;503,65;433,14
10798;04/05/2024 00:00;203;15;24;Centro-Oeste;MT;Hospitalar;37;34,96;0;1293,52;1293,52
10799;03/09/2024 00:00;100;55;3;Norte;AP;Varejo;18;84,98;0,11;1529,64;1361,38
10800;15/10/2024 00:00;192;38;23;Nordeste;AL;Varejo;2;168,83;0,11;337,66;300,52
10801;18/07/2024 00:00;117;25;1;Sul;PR;Varejo;6;170,45;0,05;1022,7;971,56
10802;21/03/2024 00:00;205;7;18;Sul;SC;Varejo;13;66,15;0,19;859,95;696,56
10803;10/01/2024 00:00;87;35;11;Sul;RS;Varejo;3;52,92;0,15;158,76;134,95
10804;04/02/2024 00:00;184;5;24;Sudeste;MG;Varejo;9;81,32;0,08;731,88;673,33
10805;05/02/2024 00:00;181;32;20;Sul;SC;Hospitalar;11;101,07;0,03;1111,77;1078,42
10806;22/02/2024 00:00;207;36;24;Sul;PR;Hospitalar;10;28,06;0,07;280,6;260,96
10807;08/04/2024 00:00;145;31;10;Centro-Oeste;MT;Varejo;22;160,64;0,03;3534,08;3428,06
10808;25/10/2024 00:00;27;22;9;Sudeste;SP;Varejo;23;171,51;0;3944,73;3944,73
10809;17/08/2024 00:00;75;38;5;Nordeste;MA;Hospitalar;8;153,98;0,09;1231,84;1120,97
10810;25/07/2024 00:00;77;18;23;Sudeste;MG;Varejo;15;104,95;0,03;1574,25;1527,02
10811;06/01/2024 00:00;181;43;7;Sul;SC;Hospitalar;12;168,73;0,1;2024,76;1822,28
10812;02/09/2024 00:00;185;52;9;Sul;PR;Varejo;12;131,74;0,11;1580,88;1406,98
10813;25/12/2024 00:00;196;44;6;Sul;RS;Hospitalar;10;47,89;0,08;478,9;440,59
10814;24/07/2024 00:00;80;31;23;Sudeste;SP;Varejo;32;145,39;0,05;4652,48;4419,86
10815;07/01/2024 00:00;169;6;23;Sul;RS;Varejo;10;93,82;0,09;938,2;853,76
10816;10/11/2024 00:00;94;15;18;Sul;PR;Hospitalar;3;33,25;0,11;99,75;88,78
10817;18/10/2024 00:00;39;21;7;Sudeste;SP;Varejo;25;128,8;0,13;3220;2801,4
10818;22/05/2024 00:00;50;40;22;Sul;PR;Varejo;21;46,04;0,1;966,84;870,16
10819;25/01/2024 00:00;179;56;5;Centro-Oeste;DF;Varejo;40;124,64;0,05;4985,6;4736,32
10820;07/11/2024 00:00;127;20;11;Centro-Oeste;GO;Distribuidor;25;49,05;0,1;1226,25;1103,62
10821;19/09/2024 00:00;124;7;17;Nordeste;PE;Varejo;10;61,82;0,09;618,2;562,56
10822;13/11/2024 00:00;178;35;3;Norte;AP;Varejo;36;55,17;0,02;1986,12;1946,4
10823;26/05/2024 00:00;143;13;17;Sul;RS;Hospitalar;6;174,91;0,06;1049,46;986,49
10824;27/01/2024 00:00;19;19;3;Sudeste;SP;Varejo;14;16,69;0,03;233,66;226,65
10825;02/10/2024 00:00;76;40;18;Nordeste;PE;Varejo;7;43,8;0,08;306,6;282,07
10826;29/11/2024 00:00;213;26;15;Centro-Oeste;MT;Varejo;10;55,16;0,04;551,6;529,54
10827;21/10/2024 00:00;20;33;21;Nordeste;CE;Distribuidor;12;104,25;0;1251;1251
10828;05/12/2024 00:00;166;49;5;Centro-Oeste;GO;Hospitalar;14;131,77;0,12;1844,78;1623,41
10829;08/05/2024 00:00;34;8;15;Sudeste;MG;Varejo;5;106,37;0,04;531,85;510,58
10830;06/10/2024 00:00;52;27;14;Norte;TO;Hospitalar;25;20,56;0,07;514;478,02
10831;19/05/2024 00:00;74;43;25;Centro-Oeste;MT;Hospitalar;8;157,79;0,08;1262,32;1161,33
10832;09/07/2024 00:00;15;30;24;Centro-Oeste;DF;Varejo;5;132;0,08;660;607,2
10833;19/12/2024 00:00;116;15;11;Centro-Oeste;MS;Distribuidor;38;30,58;0;1162,04;1162,04
10834;18/11/2024 00:00;59;7;7;Sul;SC;Varejo;3;64,72;0,05;194,16;184,45
10835;28/04/2024 00:00;20;26;14;Nordeste;CE;Distribuidor;9;54,31;0,11;488,79;435,02
10836;11/07/2024 00:00;220;53;6;Nordeste;PI;Varejo;9;111,9;0,11;1007,1;896,32
10837;06/10/2024 00:00;178;28;17;Norte;AP;Varejo;6;62,01;0,01;372,06;368,34
10838;16/06/2024 00:00;8;22;18;Nordeste;RN;Varejo;17;165,1;0,1;2806,7;2526,03
10839;09/12/2024 00:00;141;7;22;Nordeste;CE;Hospitalar;5;66,68;0,07;333,4;310,06
10840;03/07/2024 00:00;92;50;4;Centro-Oeste;DF;Varejo;4;113,93;0,06;455,72;428,38
10841;05/01/2024 00:00;107;4;3;Sudeste;SP;Hospitalar;21;92,11;0,03;1934,31;1876,28
10842;26/11/2024 00:00;53;2;16;Nordeste;BA;Varejo;12;89,07;0,06;1068,84;1004,71
10843;20/07/2024 00:00;129;9;22;Sudeste;MG;Varejo;19;137,81;0,05;2618,39;2487,47
10844;21/01/2024 00:00;10;58;6;Nordeste;BA;Varejo;41;88,04;0,08;3609,64;3320,87
10845;29/10/2024 00:00;109;49;4;Sudeste;RJ;Varejo;17;145;0,07;2465;2292,45
